id,name,region,jumps,pod_kills,ship_kills,npc_kills,station
30000627,O-5TN1,Cache,7,0,0,422,F
30000628,8-SPNN,Cache,12,0,0,14,F
30000629,U-QMOA,Cache,1,0,0,0,F
30000630,4S0-NP,Cache,5,0,0,0,F
30000631,K-RMI5,Cache,5,0,0,0,F
30000632,C-6YHJ,Cache,5,0,0,0,F
30000633,M53-1V,Cache,4,0,0,0,T
30000634,E5T-CS,Cache,4,0,0,0,F
30000635,W4C8-Q,Cache,4,0,0,0,F
30000636,I-2705,Cache,1,0,0,0,F
30000637,5F-MG1,Cache,4,0,0,0,F
30000638,P7-45V,Cache,6,0,0,0,T
30000639,M-MCP8,Cache,4,0,0,0,T
30000640,JZ-B5Y,Cache,3,0,0,0,F
30000641,TPG-DD,Cache,0,0,0,91,T
30000642,NIF-JE,Cache,3,0,0,0,F
30000643,BTLH-I,Cache,4,0,0,0,F
30000644,U93O-A,Cache,4,0,0,123,T
30000645,0LY-W1,Cache,0,0,0,0,F
30000646,4YO-QK,Cache,8,0,0,0,F
30000647,LJ-RJK,Cache,4,0,0,0,F
30000648,8-VC6H,Cache,4,0,0,9,F
30000649,LQ-01M,Cache,18,0,0,500,F
30000650,NG-M8K,Cache,19,0,0,151,T
30000651,RV5-TT,Cache,10,0,0,0,F
30000652,8OYE-Z,Cache,3,0,0,0,F
30000653,K85Y-6,Cache,8,0,0,96,T
30000654,PKN-NJ,Cache,9,0,0,0,F
30000655,EIN-QG,Scalding Pass,41,0,0,0,F
30000656,ARG-3R,Scalding Pass,173,0,0,0,F
30000657,S-E6ES,Scalding Pass,65,0,0,1,F
30000658,R-3FBU,Scalding Pass,40,0,0,0,F
30000659,K7-LDX,Scalding Pass,24,0,0,1,F
30000660,U-IVGH,Scalding Pass,0,0,0,0,F
30000661,P-N5N9,Scalding Pass,1,0,0,0,F
30000662,JMH-PT,Scalding Pass,21,0,0,9,F
30000663,DE-A7P,Scalding Pass,11,0,0,0,F
30000664,X9V-15,Scalding Pass,20,0,0,7,F
30000665,K212-A,Scalding Pass,126,0,0,0,F
30000666,F-5FDA,Scalding Pass,14,0,0,0,F
30000667,S1-XTL,Scalding Pass,7,0,0,0,F
30000668,9PX2-F,Scalding Pass,50,0,0,0,F
30000669,N3-JBX,Scalding Pass,50,0,0,0,F
30000670,SG-75T,Scalding Pass,48,0,0,0,F
30000671,GN-PDU,Scalding Pass,9,0,0,0,F
30000672,AZ3F-N,Scalding Pass,9,1,0,0,T
30000673,RNM-Y6,Scalding Pass,12,1,0,0,T
30000674,V-KDY2,Scalding Pass,0,0,0,0,F
30000675,FYD-TO,Scalding Pass,7,0,0,0,T
30000676,ER2O-Y,Scalding Pass,4,0,0,0,F
30000677,J2-PZ6,Scalding Pass,6,1,0,0,T
30000678,XV-MWG,Scalding Pass,62,1,1,0,F
30000679,OAQY-M,Scalding Pass,8,0,0,0,F
30000680,1V-LI2,Scalding Pass,38,0,0,0,T
30000681,M9-MLR,Scalding Pass,0,0,0,0,F
30000682,Q-K2T7,Scalding Pass,47,0,0,0,F
30000683,LBC-AW,Scalding Pass,6,0,0,0,T
30000684,2-KPW6,Scalding Pass,8,0,0,114,F
30000685,H5N-V7,Scalding Pass,29,0,0,0,F
30000686,HQ-Q1Q,Scalding Pass,27,0,0,0,F
30000687,WHI-61,Scalding Pass,2,0,0,0,F
30000688,ZFJH-T,Scalding Pass,29,0,0,0,F
30000689,I-1B7X,Scalding Pass,24,1,1,0,F
30000690,G15Z-W,Scalding Pass,2,0,0,0,F
30000691,AH8-Q7,Scalding Pass,0,0,0,0,F
30000692,SD4A-2,Scalding Pass,2,0,0,0,F
30000693,U6K-RG,Scalding Pass,6,0,0,48,F
30000694,V-S9YY,Scalding Pass,2,0,1,0,F
30000695,F2-NXA,Scalding Pass,2,0,0,0,F
30000696,NSBE-L,Scalding Pass,1,0,0,0,F
30000697,8Q-T7B,Scalding Pass,7,0,0,0,F
30000698,WV0D-1,Scalding Pass,3,0,0,0,F
30000699,ZNF-OK,Scalding Pass,1,0,0,0,F
30000700,C8-7AS,Scalding Pass,0,0,0,0,F
30000701,4E-EZS,Scalding Pass,1,0,0,0,F
30000702,A-80UA,Scalding Pass,0,0,0,0,F
30000703,U2-28D,Scalding Pass,15,0,0,0,F
30000704,LQ-OAI,Scalding Pass,14,0,0,0,F
30000705,5-MQQ7,Scalding Pass,0,0,0,0,F
30000706,6-EQYE,Scalding Pass,9,0,0,0,F
30000707,03-OR2,Scalding Pass,0,0,0,0,F
30000708,JLO-Z3,Scalding Pass,0,0,0,0,T
30000709,IAK-JW,Scalding Pass,9,0,1,10,F
30000710,KZFV-4,Scalding Pass,8,0,0,0,T
30000711,WO-GC0,Scalding Pass,1,0,0,0,F
30000712,RYC-19,Scalding Pass,4,0,0,0,T
30000713,X2-ZA5,Scalding Pass,3,0,0,0,F
30000714,28Y9-P,Scalding Pass,17,0,0,171,T
30000715,Q4C-S5,Scalding Pass,0,0,0,0,F
30000716,B-1UJC,Scalding Pass,1,0,0,0,F
30000717,Q-NA5H,Scalding Pass,0,0,0,0,F
30000718,4-CM8I,Scalding Pass,2,0,0,0,T
30000719,ZDB-HT,Scalding Pass,0,0,0,0,F
30000720,1QZ-Y9,Scalding Pass,3,0,0,0,F
30000721,HJ-BCH,Scalding Pass,6,0,0,0,T
30000722,QPTT-F,Scalding Pass,10,0,0,0,F
30000723,9M-M0P,Scalding Pass,0,0,0,0,F
30000724,9BC-EB,Scalding Pass,0,0,0,0,F
30000725,WFFE-4,Scalding Pass,0,0,0,0,F
30000726,71-UTX,Scalding Pass,0,0,0,0,F
30000727,PU-UMM,Scalding Pass,2,0,0,0,F
30000728,6-KPAB,Scalding Pass,1,0,0,0,F
30000729,Y5-E1U,Scalding Pass,0,0,0,0,F
30000730,4-43BW,Scalding Pass,6,0,0,0,F
30000731,8CN-CH,Scalding Pass,2,0,0,0,F
30000732,V-F6DQ,Scalding Pass,3,0,0,0,F
30000733,3S-6VU,Scalding Pass,0,0,0,0,F
30000734,1-7HVI,Scalding Pass,0,0,0,0,F
30000735,OX-S7P,Scalding Pass,0,0,0,0,F
30000736,KDG-TA,Insmother,6,0,0,0,F
30000737,KD-KPR,Insmother,2,0,0,0,T
30000738,PT-21C,Insmother,1,0,0,0,T
30000739,Z182-R,Insmother,5,0,0,0,F
30000740,EKPB-3,Insmother,6,0,0,0,F
30000741,5M2-KP,Insmother,4,0,0,0,T
30000742,TK-DLH,Insmother,3,0,0,0,F
30000743,C8H5-X,Insmother,9,0,0,0,F
30000744,O-7LAI,Insmother,1,0,0,5,T
30000745,7L3-JS,Insmother,5,0,0,0,F
30000746,WF4C-8,Insmother,3,0,0,0,F
30000747,TZN-2V,Insmother,12,0,0,0,F
30000748,8EF-58,Insmother,6,0,0,0,T
30000749,4DS-OI,Insmother,3,0,0,0,T
30000750,XQP-9C,Insmother,3,0,0,0,F
30000751,W-6GBI,Insmother,4,0,0,0,F
30000752,XKH-6O,Insmother,1,0,0,0,F
30000753,S0U-MO,Insmother,3,0,0,0,T
30000754,F39H-1,Insmother,0,0,0,0,T
30000755,V-QXXK,Insmother,3,0,0,0,F
30000756,2-Q4YG,Insmother,11,0,0,0,F
30000757,2JT-3Q,Insmother,16,0,0,10,F
30000758,I3CR-F,Insmother,7,0,0,0,F
30000759,7-JT09,Insmother,9,0,0,0,F
30000760,AGCP-I,Insmother,6,0,0,0,F
30000761,M4-GJ6,Insmother,4,0,0,0,F
30000762,5-2PQU,Insmother,7,0,0,0,F
30000763,SN9-3Z,Insmother,3,0,0,0,F
30000764,6BJH-3,Insmother,0,0,0,0,F
30000765,U-UTU9,Insmother,0,0,0,0,T
30000766,1TG7-W,Insmother,1,0,0,0,F
30000767,QYD-WK,Insmother,1,0,0,0,F
30000768,R959-U,Insmother,0,0,0,0,F
30000769,A-TJ0G,Insmother,8,0,0,0,F
30000770,88A-RA,Insmother,2,0,0,0,T
30000771,8G-2FP,Insmother,1,0,0,0,F
30000772,C-J6MT,Insmother,21,0,0,0,T
30000773,78-0R6,Insmother,19,0,0,0,F
30000774,MSG-BZ,Insmother,4,0,0,0,F
30000775,8-WYQZ,Insmother,7,0,0,0,F
30000776,4M-QXK,Insmother,0,0,0,0,F
30000777,X5-0EM,Insmother,4,0,0,0,F
30000778,G-EURJ,Insmother,40,0,0,0,F
30000779,SHBF-V,Insmother,4,0,0,7,T
30000780,RERZ-L,Insmother,1,0,0,0,F
30000781,0UBC-R,Insmother,3,0,0,0,F
30000782,3U-48K,Insmother,3,0,0,0,F
30000783,EFM-C4,Insmother,29,0,0,0,F
30000784,YPW-M4,Insmother,17,0,0,0,F
30000785,Q7-FZ8,Insmother,12,0,0,0,T
30000786,L5-UWT,Insmother,11,0,0,0,F
30000787,74-VZA,Insmother,12,0,0,0,F
30000788,I-1QKL,Insmother,36,0,0,0,T
30000789,GK5Z-T,Insmother,3,0,0,0,F
30000790,RQN-OO,Insmother,2,0,0,0,F
30000791,67Y-NR,Insmother,5,0,0,0,F
30000792,GDHN-K,Insmother,2,0,0,0,F
30000793,QTME-D,Insmother,2,0,0,0,F
30000794,A24L-V,Insmother,65,1,1,0,T
30000795,4CJ-AC,Insmother,6,0,0,0,F
30000796,EUU-4N,Insmother,1,0,0,0,T
30000797,Q-3HS5,Insmother,4,0,0,0,F
30000798,3AE-CP,Insmother,2,0,0,0,T
30000799,0-VG7A,Insmother,1,0,0,0,F
30000800,9OLQ-6,Insmother,3,0,0,0,T
30000801,MOCW-2,Insmother,1,0,0,253,T
30000802,ZO-4AR,Insmother,4,0,0,0,F
30000803,MJ-LGH,Insmother,4,0,0,23,T
30000804,F2A-GX,Insmother,5,0,0,39,T
30000805,RD-FWY,Insmother,1,0,0,0,F
30000806,VBPT-T,Insmother,4,0,0,0,T
30000807,KS-1TS,Insmother,2,0,0,43,T
30000808,X0-6LH,Insmother,7,0,0,0,T
30000809,FN0-QS,Insmother,1,0,0,0,F
30000810,F3-8X2,Insmother,5,0,0,0,F
30000811,N7-BIY,Insmother,1,2,2,136,T
30000812,TTP-2B,Insmother,2,0,0,0,T
30000813,LVL-GZ,Insmother,2,0,0,0,T
30000814,EJ48-O,Insmother,14,0,0,7,F
30000815,ROJ-B0,Insmother,23,0,0,50,F
30000816,DFH-V5,Insmother,17,0,0,17,F
30000817,B-II34,Insmother,4,0,0,0,F
30000818,4LB-EL,Insmother,14,0,0,0,F
30000819,UDE-FX,Insmother,8,0,0,0,F
30000820,5IH-GL,Insmother,17,0,0,0,F
30000821,C1G-XC,Insmother,23,0,0,0,F
30000822,04-EHC,Insmother,16,0,0,0,F
30000823,3-0FYP,Insmother,7,0,0,0,F
30000824,N-O53U,Insmother,3,0,0,0,F
30000825,HZ-O18,Insmother,4,0,0,0,F
30000826,D-P1EH,Insmother,54,1,0,0,T
30000827,74L2-U,Insmother,7,0,0,0,F
30000828,HL-VZX,Insmother,3,0,0,0,F
30000829,38NZ-1,Insmother,16,0,0,0,T
30000830,W-MF6J,Insmother,74,1,0,0,T
30000831,O-9G5Y,Insmother,4,0,0,0,T
30000832,27-HP0,Insmother,4,0,0,0,F
30000833,X1-IZ0,Insmother,4,0,0,0,F
30000834,RZ-TI6,Insmother,2,0,0,0,F
30000835,FX4L-2,Insmother,2,0,0,0,F
30000836,1ZF-PJ,Insmother,2,0,0,0,F
30000837,HFC-AQ,Insmother,2,0,0,0,F
30000838,0-6VZ5,Insmother,8,0,0,0,F
30000839,GB-6X5,Insmother,13,0,0,0,T
30000840,7EX-14,Insmother,11,0,1,318,T
30000841,N7-KGJ,Insmother,14,0,0,127,T
30000842,VD-8QY,Insmother,8,0,0,0,F
30000843,J-ZYSZ,Insmother,9,0,0,289,F
30000844,5C-RPA,Insmother,14,0,0,0,T
30000845,CR2-PQ,Insmother,10,0,0,0,F
30000846,E-OGL4,Tribute,41,0,0,0,F
30000847,J-GAMP,Tribute,20,0,0,0,T
30000848,M-OEE8,Tribute,123,3,12,0,T
30000849,V0DF-2,Tribute,13,0,0,0,T
30000850,FY0W-N,Tribute,6,0,0,0,T
30000851,MJI3-8,Tribute,4,0,0,0,T
30000852,A-DDGY,Tribute,7,0,0,0,F
30000853,F-RT6Q,Tribute,60,0,0,0,F
30000854,B-S42H,Tribute,10,0,0,0,F
30000855,NL6V-7,Tribute,8,0,0,0,F
30000856,F-749O,Tribute,19,0,0,0,F
30000857,0-YMBJ,Tribute,237,0,0,0,F
30000858,UMI-KK,Tribute,247,1,2,0,T
30000859,GKP-YT,Tribute,8,0,0,0,F
30000860,AW1-2I,Tribute,215,0,0,0,F
30000861,15W-GC,Tribute,95,0,0,0,T
30000862,N-FK87,Tribute,60,0,0,0,F
30000863,C2X-M5,Tribute,86,0,0,0,T
30000864,MSHD-4,Tribute,92,1,1,0,T
30000865,H-W9TY,Tribute,144,0,0,0,T
30000866,PNDN-V,Tribute,64,0,0,0,T
30000867,D7-ZAC,Tribute,308,0,0,13,T
30000868,SH1-6P,Tribute,33,0,0,8,T
30000869,TRKN-L,Tribute,12,0,0,0,T
30000870,O-0ERG,Tribute,31,0,0,38,T
30000871,WH-JCA,Tribute,292,0,0,0,T
30000872,Q-CAB2,Tribute,29,0,0,152,T
30000873,PBD-0G,Tribute,0,0,0,0,T
30000874,L-1HKR,Tribute,8,0,0,189,T
30000875,9GI-FB,Tribute,12,0,0,0,T
30000876,3G-LHB,Tribute,2,0,0,0,F
30000877,DBT-GB,Tribute,4,0,0,67,T
30000878,U-W3WS,Tribute,1,0,0,0,F
30000879,DL1C-E,Tribute,14,0,0,0,F
30000880,YLS8-J,Tribute,8,0,0,0,F
30000881,2ISU-Y,Tribute,1,0,0,0,F
30000882,X-CFN6,Tribute,1,0,0,0,T
30000883,9SL-K9,Tribute,1,0,0,0,F
30000884,Y-PZHM,Tribute,1,0,0,0,T
30000885,OY-UZ1,Tribute,5,0,0,0,F
30000886,S8-NSQ,Tribute,3,0,0,0,F
30000887,GIH-ZG,Tribute,9,1,0,46,T
30000888,V7-FB4,Tribute,4,0,0,0,F
30000889,XD-TOV,Tribute,22,0,0,84,T
30000890,K-6SNI,Tribute,14,0,0,26,T
30000891,L-VXTK,Tribute,11,0,0,40,T
30000892,C8VC-S,Tribute,3,0,0,0,F
30000893,W-UQA5,Tribute,2,0,0,12,F
30000894,W6VP-Y,Tribute,90,0,0,39,T
30000895,IMK-K1,Tribute,26,0,0,9,T
30000896,NJ4X-S,Tribute,27,0,0,0,F
30000897,F-G7BO,Tribute,13,0,0,0,T
30000898,2CG-5V,Tribute,46,0,0,0,T
30000899,QFF-O6,Tribute,83,1,1,23,T
30000900,NIH-02,Great Wildlands,18,0,0,0,F
30000901,JPL-RA,Great Wildlands,14,0,0,0,F
30000902,NK-7XO,Great Wildlands,15,0,0,0,F
30000903,E02-IK,Great Wildlands,31,0,1,8,T
30000904,N-DQ0D,Great Wildlands,21,0,0,109,T
30000905,M-MD3B,Great Wildlands,22,0,1,0,T
30000906,FVXK-D,Great Wildlands,10,0,0,0,F
30000907,6EG7-R,Great Wildlands,10,0,0,0,F
30000908,56D-TC,Great Wildlands,9,0,0,0,F
30000909,2X7Z-L,Great Wildlands,9,0,0,0,F
30000910,8DL-CP,Great Wildlands,3,0,0,134,F
30000911,UMDQ-6,Great Wildlands,1,0,0,0,F
30000912,504Z-V,Great Wildlands,6,0,0,0,F
30000913,F8K-WQ,Great Wildlands,9,0,0,0,F
30000914,AB-FZE,Great Wildlands,5,0,0,0,F
30000915,N-6Z8B,Great Wildlands,5,0,0,0,F
30000916,YUY-LM,Great Wildlands,2,0,0,0,F
30000917,NE-3GR,Great Wildlands,1,0,0,0,F
30000918,Y4-GQV,Great Wildlands,4,0,0,0,F
30000919,7-IDWY,Great Wildlands,11,0,0,0,F
30000920,AZF-GH,Great Wildlands,7,0,0,0,F
30000921,UT-UZB,Great Wildlands,28,0,0,0,F
30000922,M-EKDF,Great Wildlands,1,0,0,0,F
30000923,CRXA-Y,Great Wildlands,15,0,0,0,F
30000924,VXO-OM,Great Wildlands,17,0,0,0,F
30000925,BY5-V8,Great Wildlands,7,0,0,0,F
30000926,TET3-B,Great Wildlands,9,0,0,0,F
30000927,VKU-BG,Great Wildlands,10,0,0,0,F
30000928,WPR-EI,Great Wildlands,3,0,0,0,F
30000929,0NV-YU,Great Wildlands,4,0,0,0,F
30000930,V-2GYS,Great Wildlands,4,1,0,0,F
30000931,168-6H,Great Wildlands,1,0,0,0,F
30000932,W-RFUO,Great Wildlands,6,0,0,0,F
30000933,AI-EVH,Great Wildlands,10,0,0,0,F
30000934,F-MKH3,Great Wildlands,9,0,0,0,F
30000935,ZM-DNR,Great Wildlands,9,0,0,2,F
30000936,GF-3FL,Great Wildlands,7,0,0,0,F
30000937,ZJ-GOU,Great Wildlands,6,0,0,0,F
30000938,QQ3-YI,Great Wildlands,6,0,0,0,F
30000939,9-34L5,Great Wildlands,4,0,0,0,F
30000940,0R-GZQ,Great Wildlands,2,0,0,0,F
30000941,QM-20X,Great Wildlands,4,0,0,0,F
30000942,8YC-AN,Great Wildlands,44,3,2,0,F
30000943,7Q-8Z2,Great Wildlands,52,0,1,0,F
30000944,SUR-F7,Great Wildlands,19,0,0,0,F
30000945,OK-6XN,Great Wildlands,2,0,0,17,F
30000946,Q2FL-T,Great Wildlands,12,0,1,0,F
30000947,Y7-XFD,Great Wildlands,12,0,1,0,F
30000948,U3K-4A,Great Wildlands,1,0,0,0,F
30000949,P1T-LP,Great Wildlands,17,0,0,6,F
30000950,R-ESG0,Great Wildlands,15,0,0,0,F
30000951,CI4M-T,Great Wildlands,15,0,0,135,F
30000952,I-QRJA,Great Wildlands,11,0,0,134,F
30000953,M-YWAL,Great Wildlands,2,0,0,0,F
30000954,DE71-9,Great Wildlands,4,0,0,0,F
30000955,7JF-0Z,Great Wildlands,5,0,0,0,F
30000956,IX8-JB,Great Wildlands,5,0,0,0,F
30000957,WTIE-6,Great Wildlands,3,0,0,0,F
30000958,Y-DSSK,Great Wildlands,8,0,0,0,F
30000959,F5-CGW,Great Wildlands,5,0,0,0,F
30000960,H9S-WC,Great Wildlands,3,0,0,0,F
30000961,B-ROFP,Great Wildlands,2,0,0,4,F
30000962,1L-AED,Great Wildlands,2,0,0,0,F
30000963,1C-953,Great Wildlands,1,0,0,0,F
30000964,SL-YBS,Great Wildlands,11,0,0,0,F
30000965,UNJ-GX,Great Wildlands,4,1,0,0,F
30000966,0PI4-E,Great Wildlands,1,0,0,0,F
30000967,6WT-BE,Great Wildlands,11,0,0,0,F
30000968,L1S-G1,Great Wildlands,1,0,0,0,F
30000969,9SNK-O,Great Wildlands,18,1,1,0,F
30000970,B-VIP9,Great Wildlands,27,0,2,0,F
30000971,LXTC-S,Great Wildlands,13,0,0,27,F
30000972,WE3-BX,Great Wildlands,4,0,0,0,F
30000973,H7O-JZ,Great Wildlands,1,0,0,0,F
30000974,H-8F5Q,Great Wildlands,1,0,0,0,F
30000975,O-RXCZ,Great Wildlands,1,0,0,0,F
30000976,4M-P1I,Great Wildlands,1,0,0,0,F
30000977,P7UZ-T,Great Wildlands,10,0,0,0,F
30000978,PUZ-IO,Great Wildlands,13,0,0,0,F
30000979,HB-1NJ,Great Wildlands,9,0,0,0,F
30000980,EOE3-N,Great Wildlands,1,0,0,0,F
30000981,F7A-MR,Great Wildlands,8,0,0,0,F
30000982,O-8SOC,Great Wildlands,1,0,0,0,F
30000983,OJOS-T,Great Wildlands,5,0,0,15,F
30000984,V89M-R,Great Wildlands,6,0,0,0,F
30000985,66U-1P,Great Wildlands,5,0,0,0,F
30000986,BRT-OP,Great Wildlands,6,0,0,0,F
30000987,JUK0-1,Great Wildlands,4,0,0,0,F
30000988,V-IH6B,Great Wildlands,2,0,0,0,F
30000989,52V6-B,Great Wildlands,7,0,1,0,F
30000990,PUC-JZ,Great Wildlands,3,0,0,0,F
30000991,SB-23C,Great Wildlands,4,0,0,0,F
30000992,5FCV-A,Great Wildlands,3,0,0,0,F
30000993,O-OVOQ,Great Wildlands,2,0,0,0,F
30000994,92-B0X,Great Wildlands,3,0,0,117,F
30000995,0-3VW8,Great Wildlands,8,0,0,0,F
30000996,28-QWU,Great Wildlands,11,0,0,0,F
30000997,UD-AOK,Great Wildlands,29,0,0,0,F
30000998,M9U-75,Great Wildlands,28,0,0,0,F
30000999,N-RAEL,Great Wildlands,36,0,0,0,F
30001000,K-IYNW,Great Wildlands,37,0,0,0,F
30001001,H-ADOC,Curse,38,0,0,10,T
30001002,G-G78S,Curse,18,0,0,40,T
30001003,UW9B-F,Curse,13,0,0,70,T
30001004,ZZ-ZWC,Curse,2,0,0,1,F
30001005,OSY-UD,Curse,65,0,0,151,T
30001006,K-MGJ7,Curse,9,0,0,49,T
30001007,JWJ-P1,Curse,3,0,0,8,F
30001008,V-IUEL,Curse,17,0,0,9,T
30001009,0SHT-A,Curse,165,0,0,0,F
30001010,D87E-A,Curse,151,9,10,25,T
30001011,K-B2D3,Curse,149,0,0,16,F
30001012,PO4F-3,Curse,22,0,0,73,T
30001013,J7A-UR,Curse,3,0,0,0,T
30001014,5E-VR8,Curse,15,0,0,4,T
30001015,V7D-JD,Curse,1,0,0,24,T
30001016,HLW-HP,Curse,143,1,2,5,T
30001017,8G-MQV,Curse,53,0,1,13,F
30001018,RA-NXN,Curse,71,0,0,46,T
30001019,VOL-MI,Curse,254,0,0,1,F
30001020,KLMT-W,Curse,82,1,1,0,F
30001021,XX9-WV,Curse,72,3,3,0,T
30001022,AAM-1A,Curse,1,0,0,3,T
30001023,EW-JR5,Curse,5,0,0,0,F
30001024,YKE4-3,Curse,57,0,2,35,T
30001025,CL-85V,Curse,56,0,0,0,T
30001026,K-QWHE,Curse,80,0,0,3,T
30001027,MDD-79,Curse,3,0,0,0,T
30001028,RMOC-W,Curse,68,0,0,13,F
30001029,ES-UWY,Curse,34,0,0,63,T
30001030,S1DP-Y,Curse,3,0,0,17,T
30001031,Y-DW5K,Curse,44,0,0,0,T
30001032,M-N7WD,Curse,33,1,0,6,T
30001033,QFEW-K,Curse,12,0,0,48,T
30001034,CVY-UC,Curse,5,0,1,11,T
30001035,EQX-AE,Curse,2,0,0,6,F
30001036,G-R4W1,Curse,11,0,0,0,F
30001037,BPK-XK,Curse,51,2,0,0,T
30001038,LJ-YSW,Curse,32,0,0,0,T
30001039,Y-K50G,Curse,25,0,0,5,F
30001040,K88X-J,Curse,2,0,0,0,F
30001041,G-0Q86,Curse,86,3,4,5,T
30001042,CL-1JE,Curse,27,0,0,0,T
30001043,J4UD-J,Curse,3,0,0,0,T
30001044,Hemin,Curse,75,2,0,19,T
30001045,Utopia,Curse,337,6,26,4,T
30001046,Jorund,Curse,22,0,0,50,T
30001047,Doril,Curse,428,8,26,0,T
30001048,Litom,Curse,222,11,6,0,T
30001049,Farit,Curse,1,0,0,0,F
30001050,Jamunda,Curse,214,0,0,42,F
30001051,TD-4XL,Malpais,1,0,0,0,F
30001052,IBOX-2,Malpais,0,0,0,496,F
30001053,8AB-Q4,Malpais,1,0,0,0,F
30001054,VW-PXL,Malpais,0,0,0,0,F
30001055,JA-G0T,Malpais,2,0,0,0,T
30001056,IF-KD1,Malpais,11,0,0,0,F
30001057,7-YHRX,Malpais,5,0,0,0,F
30001058,Y6-9LF,Malpais,0,0,0,0,T
30001059,X-PQEX,Malpais,4,0,0,0,F
30001060,N-H95C,Malpais,4,0,0,0,F
30001061,NSI-MW,Malpais,2,0,0,711,T
30001062,N-YLOE,Malpais,5,1,0,0,T
30001063,NBO-O0,Malpais,3,0,0,44,F
30001064,F-TQWO,Malpais,2,0,0,59,T
30001065,0-TRV1,Malpais,1,0,0,22,T
30001066,13-49W,Malpais,2,0,0,0,F
30001067,6UT-1K,Malpais,1,0,0,44,T
30001068,O8W-5O,Malpais,0,0,0,0,F
30001069,LH-PLU,Malpais,8,0,0,0,F
30001070,AZA-QE,Malpais,7,0,0,35,F
30001071,8-2JZA,Malpais,6,0,0,42,T
30001072,ZT-L3S,Malpais,0,0,0,0,F
30001073,VVB-QH,Malpais,7,0,0,59,T
30001074,Z-DDVJ,Malpais,2,0,0,0,F
30001075,7-2Z93,Malpais,12,0,0,0,F
30001076,B-VFDD,Malpais,8,0,0,0,F
30001077,A0M-R8,Malpais,4,0,0,0,F
30001078,LY-WRW,Malpais,2,0,0,213,T
30001079,9F-ERQ,Malpais,2,0,0,351,F
30001080,QCGG-Q,Malpais,2,0,0,0,F
30001081,1NZV-7,Malpais,6,0,0,109,F
30001082,NIM-FY,Malpais,8,0,0,0,F
30001083,DAI-SH,Malpais,4,0,0,201,F
30001084,V3P-AZ,Malpais,4,0,0,0,T
30001085,C-KW6X,Malpais,0,0,0,0,F
30001086,X1W-AL,Malpais,2,0,0,25,T
30001087,F-WZYG,Malpais,4,0,0,0,F
30001088,S-R9J2,Malpais,0,0,0,0,F
30001089,XU-BF8,Malpais,2,0,0,41,T
30001090,RIU-GC,Malpais,0,0,0,0,F
30001091,Z0H2-4,Malpais,3,0,0,0,F
30001092,63-7Q6,Malpais,0,0,0,6,F
30001093,XCZ5-Y,Malpais,0,0,0,0,F
30001094,NRD-5Q,Malpais,0,0,0,49,F
30001095,W5-205,Malpais,3,0,0,17,F
30001096,T-4H0B,Malpais,0,0,0,0,F
30001097,Z-EKCY,Malpais,4,0,0,0,F
30001098,SH-YZY,Malpais,5,0,0,0,T
30001099,O7-RFZ,Malpais,2,0,0,0,T
30001100,CLW-SI,Malpais,2,0,0,0,F
30001101,5-A0PX,Malpais,2,0,0,89,F
30001102,R-RMDH,Malpais,3,0,0,0,F
30001103,2XI8-Y,Malpais,4,0,0,0,F
30001104,5B-YDD,Malpais,8,0,0,0,T
30001105,W-XY4J,Malpais,0,0,0,0,F
30001106,PWPY-4,Malpais,21,0,0,149,F
30001107,QZ1-OH,Malpais,60,0,1,561,T
30001108,Y-XZA7,Malpais,32,0,0,960,F
30001109,1-EVAX,Malpais,4,0,0,0,T
30001110,I8-AJY,Malpais,5,0,0,0,F
30001111,6-WMKE,Malpais,7,1,0,95,T
30001112,J-Z8C2,Malpais,0,0,0,0,F
30001113,XTVZ-E,Malpais,0,0,0,23,F
30001114,APES-G,Malpais,0,0,0,62,T
30001115,B2J-5N,Malpais,9,0,0,324,T
30001116,2Z-HPQ,Malpais,0,0,0,190,F
30001117,NBW-GD,Malpais,13,0,0,0,T
30001118,YM-SRU,Malpais,5,0,0,1367,T
30001119,LO5-LN,Malpais,10,0,0,51,T
30001120,06-70G,Malpais,9,0,0,462,T
30001121,UYG-YX,Malpais,0,0,0,255,T
30001122,GL6S-2,Malpais,2,0,0,314,F
30001123,RUF3-O,Malpais,0,0,0,29,F
30001124,C-NMG9,Malpais,5,0,0,106,T
30001125,P3X-TN,Malpais,2,0,0,552,T
30001126,N6NK-J,Malpais,6,0,0,0,F
30001127,TP-APY,Malpais,3,0,0,0,F
30001128,9NI-FW,Malpais,1,0,0,69,T
30001129,H-EBQG,Malpais,1,0,0,85,F
30001130,DOA-YU,Malpais,4,0,0,0,F
30001131,ZOPZ-6,Malpais,0,0,0,0,F
30001132,863P-X,Malpais,2,0,0,0,T
30001133,ZO-YJZ,Malpais,2,0,0,14,T
30001134,6A-FUY,Malpais,0,0,0,0,F
30001135,HG-YEQ,Malpais,1,0,0,7,F
30001136,2FL-5W,Malpais,2,0,0,0,F
30001137,QSCO-D,Malpais,0,0,0,0,T
30001138,RXTY-4,Malpais,1,0,0,63,T
30001139,RSE-PT,Malpais,2,0,0,0,F
30001140,WVJU-4,Malpais,10,0,0,0,F
30001141,7T-0QS,Malpais,3,0,0,0,F
30001142,RWML-A,Malpais,0,0,0,322,F
30001143,V-JCJS,Malpais,7,0,0,0,F
